,Start of Path,End of Path,Number of Cars on Path
1150,3A,13713,0.0
1151,3A,15439,17.0
1152,3A,14933,3.0
1153,3A,14235,24.0
1154,3A,9295,62.0
1155,3A,12200,0.0
1156,3A,8741,0.0
1157,3A,20158,0.0
1158,3A,13119,92.0
1159,3A,19396,0.0
1160,3A,20895,0.0
1161,3A,16171,0.0
1162,3A,8607,24.0
1163,3A,14182,0.0
1164,3A,20320,14.0
1165,3A,15863,0.0
1166,3A,9292,40.0
1167,3A,15175,0.0
1168,3A,13117,77.0
1169,3A,15856,23.0
1170,3A,8677,58.0
1171,3A,16123,0.0
1172,3A,13861,50.0
1173,3A,18961,13.0
1174,3A,12536,25.0
1175,3A,14696,41.0
1176,3A,9315,6.0
1177,3A,8630,3.0
1178,3A,13134,0.0
1179,3A,14480,19.0
1180,3A,16157,0.0
1181,3A,18778,0.0
1182,3A,9345,0.0
1183,3A,9264,0.0
1184,3A,15672,66.0
1185,3A,14466,46.0
1186,3A,9125,7.0
1187,3A,14853,57.0
1188,3A,12264,129.0
1189,3A,14449,124.0
1190,3A,13253,64.0
1191,3A,8737,21.0
1192,3A,18766,0.0
1193,3A,12547,0.0
1194,3A,19702,26.0
1195,3A,18887,27.0
1196,3A,21009,0.0
1197,3A,15933,51.0
1198,3A,16430,33.0
1199,3A,19331,0.0
1200,3A,12599,0.0
1201,3A,15036,35.0
1202,3A,15517,0.0
1203,3A,8658,0.0
1204,3A,14330,27.0
1205,3A,12538,0.0
1206,3A,19254,0.0
1207,3A,15642,0.0
1208,3A,19280,0.0
1209,3A,14395,73.0
1210,3A,14470,44.0
1211,3A,15294,8.0
1212,3A,16779,0.0
1213,3A,8643,0.0
1214,3A,14412,0.0
1215,3A,12824,0.0
1216,3A,13184,0.0
1217,3A,20720,54.0
1218,3A,14070,0.0
1219,3A,13508,0.0
1220,3A,14530,0.0
1221,3A,20556,0.0
1222,3A,13690,18.0
1223,3A,12672,0.0
1224,3A,16105,57.0
1225,3A,16529,0.0
1226,3A,19247,0.0
1227,3A,14019,52.0
1228,3A,15428,36.0
1229,3A,18976,46.0
1230,3A,9215,0.0
1231,3A,15647,0.0
1232,3A,14382,75.0
1233,3A,14823,0.0
1234,3A,13937,0.0
1235,3A,18872,91.0
1236,3A,19683,32.0
1237,3A,13193,53.0
1238,3A,15012,0.0
1239,3A,20291,0.0
1240,3A,21023,0.0
1241,3A,12553,0.0
1242,3A,12001,0.0
1243,3A,16351,49.0
1244,3A,8697,0.0
1245,3A,19792,0.0
1246,3A,20148,0.0
1247,3A,19216,16.0
1248,3A,12401,0.0
1249,3A,13168,0.0
1250,3A,16519,10.0
1251,3A,19591,17.0
1252,3A,14760,0.0
1253,3A,16215,0.0
1254,3A,15508,0.0
1255,3A,8688,52.0
1256,3A,1675,0.0
1257,3A,13597,70.0
1258,3A,19750,0.0
1259,3A,17805,31.0
1260,3A,19873,0.0
1261,3A,13956,9.0
1262,3A,20568,0.0
1263,3A,18875,17.0
1264,3A,21270,26.0
1265,3A,20365,1.0
1266,3A,21019,0.0
1267,3A,15790,65.0
1268,3A,19304,0.0
1269,3A,17691,0.0
1270,3A,14051,0.0
1271,3A,20366,26.0
1272,3A,9348,0.0
1273,3A,18423,0.0
1274,3A,19882,89.0
1275,3A,15505,15.0
1276,3A,18795,220.0
1277,3A,19959,0.0
1278,3A,20286,0.0
1279,3A,13746,26.0
1280,3A,20886,60.0
1281,3A,12521,139.0
1282,3A,13871,0.0
1283,3A,20682,0.0
1284,3A,13176,0.0
1285,3A,20223,31.0
1286,3A,12300,70.0
1287,3A,8641,76.0
1288,3A,20933,0.0
1289,3A,15403,51.0
1290,3A,14394,14.0
1291,3A,15800,56.0
1292,3A,16669,0.0
1293,3A,14969,3.0
1294,3A,9219,0.0
1295,3A,20458,0.0
1296,3A,19226,103.0
1297,3A,15434,47.0
1298,3A,13151,208.0
1299,3A,20844,0.0
1300,3A,12546,8.0
1301,3A,19821,16.0
1302,3A,15328,25.0
1303,3A,15651,78.0
1304,3A,16029,0.0
1305,3A,11879,0.0
1306,3A,16388,0.0
1307,3A,15667,37.0
1308,3A,15612,54.0
1309,3A,18791,0.0
1310,3A,3618,0.0
1311,3A,13128,0.0
1312,3A,19231,45.0
1313,3A,15288,67.0
1314,3A,15367,6.0
1315,3A,15093,0.0
1316,3A,14553,21.0
1317,3A,16690,49.0
1318,3A,9282,0.0
1319,3A,20864,0.0
1320,3A,16796,55.0
1321,3A,11977,0.0
1322,3A,8567,0.0
1323,3A,13979,0.0
1324,3A,13143,22.0
1325,3A,19962,0.0
1326,3A,14676,116.0
1327,3A,12422,0.0
1328,3A,8703,29.0
1329,3A,18630,7.0
1330,3A,12226,0.0
1331,3A,15277,16.0
1332,3A,21046,0.0
1333,3A,14956,0.0
1334,3A,14911,0.0
1335,3A,13931,0.0
1336,3A,19319,20.0
1337,3A,20845,0.0
1338,3A,13187,16.0
1339,3A,3634,0.0
1340,3A,14937,63.0
1341,3A,16001,53.0
1342,3A,20403,0.0
1343,3A,12872,0.0
1344,3A,14437,0.0
1345,3A,12628,8.0
1346,3A,16405,0.0
1347,3A,9339,0.0
1348,3A,20851,0.0
1349,3A,18914,16.0
1350,3A,15022,10.0
1351,3A,15490,0.0
1352,3A,20572,113.0
1353,3A,14819,42.0
1354,3A,16078,11.0
1355,3A,14179,35.0
1356,3A,13485,0.0
1357,3A,9105,29.0
1358,3A,9164,0.0
1359,3A,16069,21.0
1360,3A,14544,37.0
1361,3A,21662,0.0
1362,3A,21273,0.0
1363,3A,14594,0.0
1364,3A,8646,43.0
1365,3A,19467,59.0
1366,3A,20612,30.0
1367,3A,14795,31.0
1368,3A,9123,16.0
1369,3A,14610,0.0
1370,3A,21498,0.0
1371,3A,21082,78.0
1372,3A,19220,0.0
1373,3A,21129,0.0
1374,3A,19669,36.0
1375,3A,19151,10.0
1376,3A,13914,103.0
1377,3A,13375,0.0
1378,3A,14322,0.0
1379,3A,19260,19.0
1380,3A,12413,0.0
1381,3A,15066,0.0
1382,3A,15483,0.0
1383,3A,9320,86.0
1384,3A,8597,26.0
1385,3A,14518,0.0
1386,3A,18912,0.0
1387,3A,9284,142.0
1388,3A,20471,0.0
1389,3A,13664,46.0
1390,3A,20582,142.0
1391,3A,13844,64.0
1392,3A,13391,0.0
1393,3A,9204,0.0
1394,3A,15624,0.0
1395,3A,19130,24.0
1396,3A,18609,0.0
1397,3A,12108,0.0
1398,3A,13698,37.0
1399,3A,19956,0.0
1400,3A,16270,0.0
1401,3A,19553,0.0
1402,3A,15331,0.0
1403,3A,16182,7.0
1404,3A,17699,51.0
1405,3A,11875,68.0
1406,3A,13922,114.0
1407,3A,15646,0.0
1408,3A,21606,0.0
1409,3A,9195,0.0
1410,3A,14547,0.0
1411,3A,8694,0.0
1412,3A,14593,0.0
1413,3A,19910,0.0
1414,3A,20430,0.0
1415,3A,12325,0.0
1416,3A,21158,54.0
1417,3A,11991,45.0
1418,3A,20395,0.0
1419,3A,18540,17.0
1420,3A,14253,8.0
1421,3A,8700,59.0
1422,3A,15818,28.0
1423,3A,14699,50.0
1424,3A,14881,102.0
1425,3A,13185,12.0
1426,3A,14636,46.0
1427,3A,18094,0.0
1428,3A,12779,14.0
1429,3A,20810,17.0
1430,3A,12871,88.0
1431,3A,15390,0.0
1432,3A,9171,0.0
1433,3A,15387,11.0
1434,3A,12338,0.0
1435,3A,12369,0.0
1436,3A,14161,19.0
1437,3A,15654,0.0
1438,3A,18769,0.0
1439,3A,13178,121.0
1440,3A,8664,0.0
1441,3A,14510,0.0
1442,3A,15026,16.0
1443,3A,14939,0.0
1444,3A,12035,0.0
1445,3A,20603,97.0
1446,3A,15653,0.0
1447,3A,14124,23.0
1448,3A,13205,53.0
1449,3A,15898,0.0
1450,3A,14500,0.0
1451,3A,20071,31.0
1452,3A,16107,16.0
1453,3A,16585,0.0
1454,3A,20235,40.0
1455,3A,13189,0.0
1456,3A,19345,0.0
1457,3A,14810,13.0
1458,3A,19253,0.0
1459,3A,8785,0.0
1460,3A,16409,0.0
1461,3A,13684,180.0
1462,3A,12529,0.0
1463,3A,16357,61.0
1464,3A,16741,0.0
1465,3A,8558,16.0
1466,3A,21336,27.0
1467,3A,13886,0.0
1468,3A,18051,0.0
1469,3A,13787,22.0
1470,3A,15181,0.0
1471,3A,20950,0.0
1472,3A,8487,9.0
1473,3A,16325,0.0
1474,3A,12373,7.0
1475,3A,9100,0.0
1476,3A,13598,52.0
1477,3A,20688,0.0
1478,3A,12793,0.0
1479,3A,20817,135.0
1480,3A,12552,0.0
1481,3A,13959,0.0
1482,3A,13633,0.0
1483,3A,9149,0.0
1484,3A,13765,22.0
1485,3A,14174,0.0
1486,3A,14271,0.0
1487,3A,15244,24.0
1488,3A,15701,77.0
1489,3A,12634,9.0
1490,3A,19724,0.0
1491,3A,18559,0.0
1492,3A,17479,93.0
1493,3A,14877,34.0
1494,3A,12560,0.0
1495,3A,14852,65.0
1496,3A,14891,13.0
1497,3A,13665,0.0
1498,3A,13716,25.0
1499,3A,20385,0.0
1500,3A,14849,8.0
1501,3A,16347,0.0
1502,3A,15286,0.0
1503,3A,19089,0.0
1504,3A,15967,0.0
1505,3A,14121,0.0
1506,3A,21303,0.0
1507,3A,16274,63.0
1508,3A,8691,12.0
1509,3A,14034,53.0
1510,3A,9408,0.0
1511,3A,13623,104.0
1512,3A,8543,0.0
1513,3A,14884,0.0
1514,3A,13837,16.0
1515,3A,14183,37.0
1516,3A,15962,0.0
1517,3A,13094,61.0
1518,3A,9454,57.0
1519,3A,15164,143.0
1520,3A,12332,7.0
1521,3A,13206,4.0
1522,3A,9101,79.0
1523,3A,14004,19.0
1524,3A,9237,0.0
1525,3A,16384,71.0
1526,3A,13309,25.0
1527,3A,19360,0.0
1528,3A,14572,0.0
1529,3A,16090,4.0
1530,3A,8870,0.0
1531,3A,15700,0.0
1532,3A,18359,0.0
1533,3A,19009,21.0
1534,3A,16132,15.0
1535,3A,20566,0.0
1536,3A,15231,61.0
1537,3A,17640,0.0
1538,3A,19484,0.0
1539,3A,14037,0.0
1540,3A,14660,24.0
1541,3A,19489,70.0
1542,3A,20433,141.0
1543,3A,18472,0.0
1544,3A,13372,0.0
1545,3A,13315,0.0
1546,3A,14338,0.0
1547,3A,8711,38.0
1548,3A,14517,126.0
1549,3A,9377,11.0
1550,3A,16417,26.0
1551,3A,13900,0.0
1552,3A,14663,26.0
1553,3A,19857,0.0
1554,3A,13865,0.0
1555,3A,19932,0.0
1556,3A,12818,184.0
1557,3A,20989,0.0
1558,3A,9388,27.0
1559,3A,19323,7.0
1560,3A,12199,0.0
1561,3A,20852,14.0
1562,3A,8588,70.0
1563,3A,20591,18.0
1564,3A,14832,0.0
1565,3A,17635,0.0
1566,3A,18620,61.0
1567,3A,16759,0.0
1568,3A,19326,0.0
1569,3A,13620,0.0
1570,3A,13704,14.0
1571,3A,20239,132.0
1572,3A,19796,73.0
1573,3A,20943,102.0
1574,3A,14175,0.0
1575,3A,20824,0.0
1576,3A,14667,0.0
1577,3A,14258,39.0
1578,3A,12409,0.0
1579,3A,20381,59.0
1580,3A,12012,0.0
1581,3A,15172,0.0
1582,3A,15097,1.0
1583,3A,12638,8.0
1584,3A,9255,0.0
1585,3A,8586,10.0
1586,3A,20279,56.0
1587,3A,16220,63.0
1588,3A,19146,0.0
1589,3A,16555,4.0
1590,3A,20896,3.0
1591,3A,13925,0.0
1592,3A,20342,8.0
1593,3A,12141,0.0
1594,3A,9289,33.0
1595,3A,16616,0.0
1596,3A,15521,32.0
1597,3A,12013,0.0
1598,3A,14806,0.0
1599,3A,20357,0.0
1600,3A,15217,36.0
1601,3A,12086,0.0
1602,3A,447,0.0
1603,3A,13131,24.0
1604,3A,12795,106.0
1605,3A,19651,0.0
1606,3A,13343,0.0
1607,3A,14207,45.0
1608,3A,13904,9.0
1609,3A,20561,159.0
1610,3A,8604,0.0
1611,3A,13592,0.0
1612,3A,20965,13.0
1613,3A,14692,0.0
1614,3A,16374,0.0
1615,3A,18621,15.0
1616,3A,16398,35.0
1617,3A,20708,0.0
1618,3A,11914,0.0
1619,3A,19805,0.0
1620,3A,14468,0.0
1621,3A,19379,0.0
1622,3A,17936,0.0
1623,3A,13773,0.0
1624,3A,20135,30.0
1625,3A,16753,143.0
1626,3A,15634,133.0
1627,3A,15088,0.0
1628,3A,21093,57.0
1629,3A,17215,52.0
1630,3A,15684,0.0
1631,3A,14281,26.0
1632,3A,570,3.0
1633,3A,21518,38.0
1634,3A,20798,0.0
1635,3A,12658,3.0
1636,3A,20552,21.0
1637,3A,16202,63.0
1638,3A,12756,76.0
1639,3A,12837,0.0
1640,3A,12181,0.0
1641,3A,19616,67.0
1642,3A,14049,52.0
1643,3A,21617,11.0
1644,3A,9294,0.0
1645,3A,18060,16.0
1646,3A,9086,30.0
1647,3A,5303,0.0
1648,3A,14487,0.0
1649,3A,19600,14.0
1650,3A,16574,25.0
1651,3A,11987,10.0
1652,3A,19072,0.0
1653,3A,14013,0.0
1654,3A,16470,21.0
1655,3A,9400,0.0
1656,3A,20692,0.0
1657,3A,12955,0.0
1658,3A,20868,0.0
1659,3A,20686,130.0
1660,3A,13715,0.0
1661,3A,16435,0.0
1662,3A,14245,0.0
1663,3A,19321,0.0
1664,3A,19513,51.0
1665,3A,9158,0.0
1666,3A,19245,0.0
1667,3A,19211,36.0
1668,3A,15013,23.0
1669,3A,13896,0.0
1670,3A,19423,0.0
1671,3A,13680,0.0
1672,3A,14785,0.0
1673,3A,13843,0.0
1674,3A,15472,0.0
1675,3A,14436,25.0
1676,3A,15945,0.0
1677,3A,21614,56.0
1678,3A,13605,14.0
1679,3A,9401,28.0
1680,3A,12642,3.0
1681,3A,20038,57.0
1682,3A,16122,0.0
1683,3A,13887,0.0
1684,3A,8924,26.0
1685,3A,16453,0.0
1686,3A,13610,0.0
1687,3A,14763,101.0
1688,3A,18870,94.0
1689,3A,19676,0.0
1690,3A,9258,0.0
1691,3A,15447,82.0
1692,3A,12391,7.0
1693,3A,20790,0.0
1694,3A,20164,0.0
1695,3A,14574,21.0
1696,3A,19969,0.0
1697,3A,19673,0.0
1698,3A,12197,98.0
1699,3A,20775,27.0
1700,3A,15163,79.0
1701,3A,19081,64.0
1702,3A,16323,0.0
1703,3A,12703,0.0
1704,3A,8714,0.0
1705,3A,16335,147.0
1706,3A,16767,33.0
1707,3A,14738,0.0
1708,3A,14239,0.0
1709,3A,16431,0.0
1710,3A,13180,0.0
1711,3A,15265,0.0
1712,3A,20097,0.0
1713,3A,20454,265.0
1714,3A,20233,0.0
1715,3A,14860,0.0
1716,3A,21507,0.0
1717,3A,13588,67.0
1718,3A,16518,0.0
1719,3A,16275,53.0
1720,3A,13460,0.0
1721,3A,19948,0.0
1722,3A,14220,0.0
1723,3A,15272,96.0
1724,3A,15436,59.0
1725,3A,9096,0.0
1726,3A,12705,15.0
1727,3A,9127,32.0
1728,3A,15337,6.0
1729,3A,15090,65.0
1730,3A,12229,29.0
1731,3A,15037,11.0
1732,3A,11941,0.0
1733,3A,13794,144.0
1734,3A,14431,15.0
1735,3A,13945,3.0
1736,3A,12160,57.0
1737,3A,19854,10.0
1738,3A,15405,0.0
1739,3A,20857,46.0
1740,3A,19825,24.0
1741,3A,19605,0.0
1742,3A,9263,0.0
1743,3A,18877,0.0
1744,3A,15814,2.0
1745,3A,14040,93.0
1746,3A,14244,0.0
1747,3A,18944,0.0
1748,3A,21057,14.0
1749,3A,13915,0.0
1750,3A,15373,27.0
1751,3A,9167,0.0
1752,3A,14742,15.0
1753,3A,19261,0.0
1754,3A,15708,56.0
1755,3A,14690,189.0
1756,3A,20243,53.0
1757,3A,14288,52.0
1758,3A,13894,0.0
1759,3A,16319,0.0
1760,3A,19804,12.0
1761,3A,15656,0.0
1762,3A,12875,87.0
1763,3A,8596,54.0
1764,3A,18252,61.0
1765,3A,14231,0.0
1766,3A,19552,0.0
1767,3A,16619,7.0
1768,3A,20017,0.0
1769,3A,15186,70.0
1770,3A,20229,0.0
1771,3A,17108,2.0
1772,3A,14589,38.0
1773,3A,9389,0.0
1774,3A,13808,0.0
1775,3A,14756,0.0
1776,3A,19708,47.0
1777,3A,14842,42.0
1778,3A,16137,0.0
1779,3A,13135,108.0
1780,3A,9349,0.0
1781,3A,15855,0.0
1782,3A,13754,106.0
1783,3A,13996,0.0
1784,3A,16211,0.0
1785,3A,13607,0.0
1786,3A,12962,1.0
1787,3A,18792,72.0
1788,3A,20932,222.0
1789,3A,14456,31.0
1790,3A,13132,52.0
1791,3A,21109,0.0
1792,3A,15820,0.0
1793,3A,18993,0.0
1794,3A,13246,9.0
1795,3A,20843,37.0
1796,3A,19832,72.0
1797,3A,19268,37.0
1798,3A,15167,59.0
1799,3A,13835,0.0
1800,3A,16656,0.0
1801,3A,13857,0.0
1802,3A,15183,92.0
1803,3A,16603,0.0
1804,3A,19544,28.0
1805,3A,13631,10.0
1806,3A,12186,0.0
1807,3A,13791,0.0
1808,3A,16216,213.0
1809,3A,14177,0.0
1810,3A,15282,45.0
1811,3A,18440,31.0
1812,3A,14444,0.0
1813,3A,13252,40.0
1814,3A,20898,0.0
1815,3A,12184,0.0
1816,3A,18790,92.0
1817,3A,13463,39.0
1818,3A,14042,0.0
1819,3A,15248,28.0
1820,3A,14992,0.0
1821,3A,9297,0.0
1822,3A,18363,0.0
1823,3A,16525,0.0
1824,3A,20251,55.0
1825,3A,20288,0.0
1826,3A,13783,0.0
1827,3A,20890,0.0
1828,3A,20939,0.0
1829,3A,13471,0.0
1830,3A,9283,0.0
1831,3A,20813,0.0
1832,3A,14414,22.0
1833,3A,15513,0.0
1834,3A,12378,15.0
1835,3A,20930,0.0
1836,3A,13145,101.0
1837,3A,12125,41.0
1838,3A,13114,13.0
1839,3A,12631,12.0
1840,3A,13297,0.0
1841,3A,20171,63.0
1842,3A,11926,7.0
1843,3A,15254,0.0
1844,3A,14201,36.0
1845,3A,13815,20.0
1846,3A,16373,0.0
1847,3A,19961,0.0
1848,3A,20299,0.0
1849,3A,15627,22.0
1850,3A,19492,40.0
1851,3A,18995,17.0
1852,3A,14103,37.0
1853,3A,19394,0.0
1854,3A,16278,0.0
1855,3A,13321,0.0
1856,3A,19526,144.0
1857,3A,14865,0.0
1858,3A,9212,23.0
1859,3A,8593,0.0
1860,3A,21060,15.0
1861,3A,13725,8.0
1862,3A,14398,51.0
1863,3A,20855,13.0
1864,3A,15383,0.0
1865,3A,12533,0.0
1866,3A,13532,58.0
1867,3A,14679,19.0
1868,3A,16788,0.0
1869,3A,9268,38.0
1870,3A,18349,0.0
1871,3A,19618,40.0
1872,3A,12400,0.0
1873,3A,4123,0.0
1874,3A,18900,25.0
1875,3A,13656,0.0
1876,3A,20850,6.0
1877,3A,9210,11.0
1878,3A,19534,15.0
1879,3A,21274,0.0
1880,3A,14813,27.0
1881,3A,13668,0.0
1882,3A,15270,0.0
1883,3A,20754,26.0
1884,3A,18794,8.0
1885,3A,21076,0.0
1886,3A,20883,0.0
1887,3A,20959,105.0
1888,3A,14228,12.0
1889,3A,16149,27.0
1890,3A,15769,0.0
1891,3A,18829,6.0
1892,3A,14088,106.0
1893,3A,2068,108.0
1894,3A,13181,0.0
1895,3A,18388,0.0
1896,3A,20490,0.0
1897,3A,15035,0.0
1898,3A,18987,21.0
1899,3A,19682,0.0
1900,3A,19159,67.0
1901,3A,20145,0.0
1902,3A,15441,38.0
1903,3A,13722,33.0
1904,3A,19554,0.0
1905,3A,9326,0.0
1906,3A,21266,39.0
1907,3A,16177,9.0
1908,3A,15257,0.0
1909,3A,13750,27.0
1910,3A,19729,0.0
1911,3A,14268,0.0
1912,3A,9228,0.0
1913,3A,8568,17.0
1914,3A,20359,32.0
1915,3A,14605,0.0
1916,3A,16082,27.0
1917,3A,15220,0.0
1918,3A,12530,7.0
1919,3A,16191,23.0
1920,3A,19140,23.0
1921,3A,9453,0.0
1922,3A,13661,0.0
1923,3A,15626,0.0
1924,3A,16610,0.0
1925,3A,12773,77.0
1926,3A,19154,0.0
1927,3A,17488,0.0
1928,3A,15110,0.0
1929,3A,13958,0.0
1930,3A,8668,0.0
1931,3A,20363,55.0
1932,3A,19355,0.0
1933,3A,15388,15.0
1934,3A,16412,0.0
1935,3A,19238,78.0
1936,3A,12764,44.0
1937,3A,15474,52.0
1938,3A,14243,17.0
1939,3A,20833,14.0
1940,3A,19096,32.0
1941,3A,15346,98.0
1942,3A,12918,17.0
1943,3A,12111,0.0
1944,3A,9211,0.0
1945,3A,14234,11.0
1946,3A,9139,0.0
1947,3A,20862,0.0
1948,3A,13752,29.0
1949,3A,12126,0.0
1950,3A,8511,0.0
1951,3A,19787,31.0
1952,3A,15426,0.0
1953,3A,17521,0.0
1954,3A,18577,42.0
1955,3A,21317,47.0
1956,3A,15370,49.0
1957,3A,12333,0.0
1958,3A,9176,0.0
1959,3A,15180,47.0
1960,3A,20899,0.0
1961,3A,12320,24.0
1962,3A,12867,50.0
1963,3A,17809,22.0
1964,3A,16671,0.0
1965,3A,13332,14.0
1966,3A,14222,0.0
1967,3A,13819,0.0
1968,3A,13901,0.0
1969,3A,20722,0.0
1970,3A,16397,5.0
1971,3A,20847,0.0
1972,3A,14694,30.0
1973,3A,15273,0.0
1974,3A,16501,0.0
1975,3A,16542,0.0
1976,3A,15236,144.0
1977,3A,20560,24.0
1978,3A,16022,26.0
1979,3A,18894,0.0
1980,3A,19152,0.0
1981,3A,18667,40.0
1982,3A,18893,0.0
1983,3A,13585,0.0
1984,3A,12259,0.0
1985,3A,18949,32.0
1986,3A,13126,162.0
1987,3A,19582,47.0
1988,3A,13705,0.0
1989,3A,18188,0.0
1990,3A,18772,24.0
1991,3A,12257,27.0
1992,3A,20888,9.0
1993,3A,8758,0.0
1994,3A,19349,72.0
1995,3A,13414,33.0
1996,3A,15854,0.0
1997,3A,13494,38.0
1998,3A,18072,3.0
1999,3A,20678,0.0
2000,3A,20121,0.0
2001,3A,12782,94.0
2002,3A,20180,12.0
2003,3A,20230,21.0
2004,3A,19975,17.0
2005,3A,17857,2.0
2006,3A,16745,43.0
2007,3A,21603,19.0
2008,3A,14750,0.0
2009,3A,20304,0.0
2010,3A,9199,0.0
2011,3A,15452,14.0
2012,3A,14419,23.0
2013,3A,20684,0.0
2014,3A,19557,7.0
2015,3A,15364,12.0
2016,3A,18863,28.0
2017,3A,13147,21.0
2018,3A,20841,0.0
2019,3A,19800,0.0
2020,3A,12812,27.0
2021,3A,12239,79.0
2022,3A,8633,95.0
2023,3A,12670,10.0
2024,3A,20633,46.0
2025,3A,19306,0.0
2026,3A,16423,33.0
2027,3A,16685,16.0
2028,3A,12748,0.0
2029,3A,15302,0.0
2030,3A,20785,0.0
2031,3A,8466,0.0
2032,3A,8634,0.0
2033,3A,15722,10.0
2034,3A,19771,0.0
2035,3A,13646,21.0
2036,3A,19795,0.0
2037,3A,20204,0.0
2038,3A,21304,0.0
2039,3A,12531,57.0
2040,3A,18424,103.0
2041,3A,14953,0.0
2042,3A,2628,0.0
2043,3A,15419,0.0
2044,3A,15284,199.0
2045,3A,12581,34.0
2046,3A,19448,34.0
2047,3A,19668,0.0
2048,3A,14265,0.0
2049,3A,13600,22.0
2050,3A,13784,0.0
2051,3A,8727,0.0
2052,3A,21481,0.0
2053,3A,19476,0.0
2054,3A,9311,16.0
2055,3A,20341,0.0
2056,3A,15205,23.0
2057,3A,16173,65.0
2058,3A,13803,0.0
2059,3A,9097,45.0
2060,3A,21327,0.0
2061,3A,18773,0.0
2062,3A,18932,21.0
2063,3A,15958,0.0
2064,3A,13169,0.0
2065,3A,20957,64.0
2066,3A,14062,0.0
2067,3A,19546,58.0
2068,3A,13198,0.0
2069,3A,14914,0.0
2070,3A,12202,18.0
2071,3A,20881,0.0
2072,3A,17323,7.0
2073,3A,14367,0.0
2074,3A,14637,0.0
2075,3A,14923,4.0
2076,3A,15643,0.0
2077,3A,15492,8.0
2078,3A,14223,0.0
2079,3A,13875,164.0
2080,3A,12515,41.0
2081,3A,20181,0.0
2082,3A,9375,4.0
2083,3A,15194,0.0
2084,3A,5286,0.0
2085,3A,13220,0.0
2086,3A,13409,164.0
2087,3A,15884,0.0
2088,3A,13488,5.0
2089,3A,16031,21.0
2090,3A,18566,0.0
2091,3A,15219,42.0
2092,3A,9425,0.0
2093,3A,14630,0.0
2094,3A,19256,25.0
2095,3A,19291,0.0
2096,3A,18891,43.0
2097,3A,19205,0.0
2098,3A,9446,0.0
2099,3A,16120,0.0
2100,3A,9227,43.0
2101,3A,15888,0.0
2102,3A,16394,0.0
2103,3A,9233,101.0
2104,3A,15787,0.0
2105,3A,19346,18.0
2106,3A,14549,0.0
2107,3A,15917,31.0
2108,3A,13084,0.0
2109,3A,19114,0.0
2110,3A,15666,0.0
2111,3A,19199,0.0
2112,3A,11970,7.0
2113,3A,19690,0.0
2114,3A,15911,12.0
2115,3A,19000,11.0
2116,3A,16545,19.0
2117,3A,14072,0.0
2118,3A,14710,39.0
2119,3A,12660,85.0
2120,3A,15099,0.0
2121,3A,16513,245.0
2122,3A,14097,12.0
2123,3A,13125,0.0
2124,3A,18741,5.0
2125,3A,13615,43.0
2126,3A,19451,0.0
2127,3A,16601,29.0
2128,3A,14137,11.0
2129,3A,19466,0.0
2130,3A,13717,0.0
2131,3A,15212,1.0
2132,3A,16098,0.0
2133,3A,19831,32.0
2134,3A,20906,19.0
2135,3A,19562,0.0
2136,3A,19945,0.0
2137,3A,19622,9.0
2138,3A,13281,0.0
2139,3A,20192,0.0
2140,3A,21107,0.0
2141,3A,12839,0.0
2142,3A,21021,0.0
2143,3A,13604,30.0
2144,3A,9260,0.0
2145,3A,20327,37.0
2146,3A,13881,14.0
2147,3A,14429,30.0
2148,3A,12684,0.0
2149,3A,21017,18.0
2150,3A,15114,52.0
2151,3A,15826,15.0
2152,3A,19643,0.0
2153,3A,19392,4.0
2154,3A,16364,15.0
2155,3A,12755,14.0
2156,3A,15795,63.0
2157,3A,16474,0.0
2158,3A,18600,0.0
2159,3A,8913,5.0
2160,3A,15157,0.0
2161,3A,19595,48.0
2162,3A,18580,11.0
2163,3A,13807,0.0
2164,3A,20796,34.0
2165,3A,15901,80.0
2166,3A,12728,31.0
2167,3A,19279,0.0
2168,3A,12445,0.0
2169,3A,18862,0.0
2170,3A,15975,51.0
2171,3A,12833,125.0
2172,3A,15299,260.0
2173,3A,16213,39.0
2174,3A,19310,0.0
2175,3A,4266,6.0
2176,3A,19369,0.0
2177,3A,12589,0.0
2178,3A,16135,0.0
2179,3A,12087,0.0
2180,3A,9399,34.0
2181,3A,15103,0.0
2182,3A,8718,0.0
2183,3A,16255,20.0
2184,3A,19865,23.0
2185,3A,13554,49.0
2186,3A,19957,22.0
2187,3A,13767,0.0
2188,3A,20879,0.0
2189,3A,8632,0.0
2190,3A,12150,50.0
2191,3A,14150,10.0
2192,3A,14580,0.0
2193,3A,19218,0.0
2194,3A,15681,0.0
2195,3A,20802,0.0
2196,3A,12317,0.0
2197,3A,14473,14.0
2198,3A,13817,49.0
2199,3A,14736,40.0
2200,3A,15342,0.0
2201,3A,16150,0.0
2202,3A,9309,6.0
2203,3A,21045,0.0
2204,3A,14385,49.0
2205,3A,12403,44.0
2206,3A,15851,14.0
2207,3A,20911,0.0
2208,3A,14433,0.0
2209,3A,19275,45.0
2210,3A,13195,42.0
2211,3A,12095,0.0
2212,3A,19263,0.0
2213,3A,20188,0.0
2214,3A,21497,35.0
2215,3A,19829,13.0
2216,3A,15125,33.0
2217,3A,15847,0.0
2218,3A,14830,28.0
2219,3A,12157,0.0
2220,3A,19614,0.0
2221,3A,8717,71.0
2222,3A,15200,0.0
2223,3A,14075,0.0
2224,3A,16018,19.0
